killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
S1897,MrDreamBoy,25,370896.9,434409,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,151,M4V3R1CK24,24,370320.4,433801.9
M16A4,Primero,18,251572.4,133205,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,403,Xarozorax,16,253128.9,135492
Bluezone,,,,,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1493,Gamoy,5,341279.4,593295.9
Pan,xkorax,8,332471.3,516100.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1249,bigboy24,5,347974.3,504682.8
AKM,EyeMuckHockie,13,253326.6,130375.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,432,Chyllan,16,252044.5,130936.9
Down and Out,Gamoy,5,254465.9,139290,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,457,Bologna_Soup,16,255054.7,137941.7
M416,awcx,4,334555.6,636355.3,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1509,rscroggs,,334948.7,638648.9
Down and Out,Mariness_CC,14,370247.8,433095.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,392,gamerunkown,17,368926.2,429677.2
Down and Out,Mariness_CC,14,374703.7,434715.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,152,Naharion,26,376171.9,434377.8
SCAR-L,Gamoy,5,348003.3,514006.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1309,xkorax,8,335408,525626
Down and Out,Mariness_CC,14,374690.4,434669.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,152,Iann45,26,376079.8,434385.8
Mini 14,JuanSolo-,2,363503.8,634350.4,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1492,Wild_Weasel,,337242.2,638876.6
UMP9,prayerggg,10,370639.5,428021.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,392,chodemungus,19,370952.2,427773.6
P1911,johechuiy,21,366995.2,422387.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,220,Wolfsschanze_cl,23,367298.4,422403.2
Micro UZI,ChinaDaDaKing,9,327062,356727.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,261,Garfledop,,327559.3,356830.6
UMP9,Gamoy,5,254654,139735.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,457,SickenReaper,16,255482,139254.1
AKM,Mariness_CC,14,373801.1,435399.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,205,Tenshii-,24,370487.2,435259.1
AKM,Mariness_CC,14,374575.1,435233.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,152,Screbous,26,376328.5,434556
Down and Out,JuanSolo-,2,333187.6,674204.1,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1756,Brandon_Jaspers,,327270.1,669724.1
Down and Out,mjwmxsxh,9,316157.2,359417.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,120,SneakyKermit,,316137.4,359327.2
Hit by Car,bigboy24,5,187631.6,84480.34,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,354,Krilov,18,0,0
Down and Out,bigboy24,5,186508.3,83493.38,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,375,dadcop,5,186403.4,83163.84
Down and Out,JuanSolo-,2,342117.6,688325.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1820,Bobcat_meme,3,354260.3,681908.3
S1897,tipsymiles,17,368575.9,440140.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,115,CC_Ba-je,25,368404.9,440334.8
Down and Out,ouyangpeng1122,27,371470.8,421371.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,138,Wil-G,23,371403.2,423329.2
Down and Out,mmdxd521,9,324656.1,359466.2,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,262,Skirav,,325138.9,359263.7
M249,HerkyTP,1,337774.8,638111.2,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1479,Justsamuel,6,333617.7,636919.6
AKM,Mariness_CC,14,370496.2,434654.3,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,382,LuFromThe6,19,370815.9,434703.5
SKS,Bobcat_meme,3,354246.5,681906.1,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1807,DaveMasterMcGee,2,341677.9,684582.1
SCAR-L,prayerggg,10,376349.4,434114.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,508,WhyHaywire,12,380496.1,435666.9
SCAR-L,Wild_Weasel,1,336740.5,638150.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1455,JNewt420,6,335724.8,637242.2
Falling,,,,,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,624,UHSKrtSkrt,13,238806.5,141280.3
S1897,SickenReaper,16,246447.7,116623.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,202,MrFisty87,13,246565.8,116734.1
SCAR-L,Gamoy,5,345962.6,514879.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1320,Mysterious_1121,8,338750.5,533789
UMP9,tipsymiles,17,369991.2,429468.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,373,Crypticchaos,19,369523.8,429167.3
UMP9,Gamoy,5,253261,135732.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,556,EyeMuckHockie,13,253527.4,135749.3
Kar98k,prayerggg,10,382706.5,439536.4,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,669,SenorSaucy,12,393461.6,446430.7
Micro UZI,Sackool,15,381839.4,437492,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,504,thefaylor,12,382009.3,437443.4
Down and Out,tonytomato3,5,247575.1,135856.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,421,Primero,18,252531,130765.1
Down and Out,MaxxieBoye,19,370348.9,434834.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,158,MrDreamBoy,25,370852.7,433611.1
UMP9,HerkyTP,1,343012.6,681112.3,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1880,JuanSolo-,2,342504.7,684303.3
UMP9,Tenshii-,24,370853.3,433619,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,176,MaxxieBoye,19,370933.3,433784.6
S1897,tipsymiles,17,365885.8,440276.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,158,Pringles1724,25,365999.9,440130.8
S1897,tipsymiles,17,368298.9,441897.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,131,GreatSenpai,25,368083.8,442378.7
S686,Sackool,15,376977.2,438969.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,298,SHY3shao,21,377010.8,438298
UMP9,Gamoy,5,249741.9,140297.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,586,cbrady46,13,249030.9,139965.3
Mini 14,Garfledop,1,326478.7,356756.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,244,ChaoChaoDaMoWang,9,324996.2,357124.7
Hit by Car,tonytomato3,5,307355.1,403771.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,896,tonytomato3,5,307355.1,403771.6
Down and Out,rscroggs,1,334077.6,636004.1,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1479,Freddinho303,6,333531.4,636639.4
Down and Out,Pringles1724,25,365816.2,440133.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,164,urine4trouble,17,365674.6,440401.5
Hit by Car,ChinaDaDaKing,9,393447.5,656610.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1175,ChinaDaDaKing,9,393447.5,656610.9
Down and Out,98ksfk,10,367343.6,421864.1,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,236,AKA-Alan007,21,367384.9,422010.3
Down and Out,Brandon_Jaspers,1,333844.9,640363.1,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1529,Stant1ne,4,329834.7,636449.1
Down and Out,gaoshoufenmu5,10,371460.8,424038.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,128,ldslkdssk,27,370800.4,423054.3
Down and Out,Bologna_Soup,16,255200.7,135923,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,421,icaligari,18,251177.7,131614.8
Down and Out,prayerggg,10,376334.2,436317.3,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,531,China-enge,15,383029.6,436830
M416,98ksfk,10,367191.8,422011,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,239,johechuiy,21,366779.1,422334.5
Down and Out,xiaohami2,24,369225.6,424197.4,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,128,LOVE-donggua,27,368865.4,422363.5
Win94,prayerggg,10,370344.9,420950,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,128,ouyangpeng1122,27,371361.9,422143.5
SCAR-L,prayerggg,10,376564.8,436236.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,531,Sackool,15,383343.3,436314.2
Mini 14,JuanSolo-,2,384037.8,624088.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1419,Mou9410,7,371945.9,623255.5
S1897,98ksfk,10,371334.5,423729.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,166,xiaohami2,24,371186.6,423625.8
SCAR-L,Wild_Weasel,1,324851.8,648174.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,737,wq0503,11,328226.9,650785.5
SCAR-L,Wild_Weasel,1,324856.8,648100.4,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,744,why2417,11,329138,650514.2
Down and Out,,,,,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1281,Beach_Head,8,333827.7,521083.3
SCAR-L,hantianlong,15,376357.2,434440.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,434,98ksfk,10,376233.8,434032.2
SKS,rscroggs,1,326585.6,657684.4,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1063,mmdxd521,9,316927.1,672753.4
SCAR-L,Screbous,26,374006.9,434290.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,127,Devil_Maya,14,374102.8,433985.2
S686,Garfledop,1,316309.7,359343.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,146,mjwmxsxh,9,316242.3,359493
Hit by Car,bigboy24,5,187510.8,83412.05,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,356,lin520lin520,7,0,0
SCAR-L,Screbous,26,374030.3,434293.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,126,LePhatLuat,14,374143.8,434107.2
UMP9,prayerggg,10,376358.3,434266.9,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,438,hantianlong,15,376464.2,433188.3
Hit by Car,Sackool,15,376772.2,437690.3,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,279,AuRaylion_Sol,21,376684.4,437451.2
Kar98k,DaveMasterMcGee,2,442718.5,522606.8,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,985,prayerggg,10,431539.8,523214.9
SCAR-L,prayerggg,10,376400.8,437050.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,550,Mariness_CC,14,375616.8,444611.6
AKM,HerkyTP,1,334874.1,640651.4,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1520,awcx,4,335855.4,638486.7
P1911,LuFromThe6,19,370036,442367.7,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,261,minzizhennaqu,15,369862.8,442154.8
Kar98k,DaveMasterMcGee,2,336363,679227.6,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,1757,balabala2727,4,351008.8,672478.3
Kar98k,Wolfsschanze_cl,23,366607.8,421451.5,MIRAMAR,2U4GBNA0Yml6xT-YXDa43xz73pW2d_g_sftXlRfJ8k48y2v-tkv5SVpSzl_dkuPP,107,gaoshoufenmu5,10,371531.6,423894.2
Micro UZI,saogouyige,32,481343.5,295342.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,538,Zetawulf,52,481306.9,295796.4
S1897,lovekaka1231,15,641920.9,469525.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,165,lastboyz,77,641968.6,469325.8
SKS,Gxxxxxxt,3,398468.9,259236.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1484,D3s7iny,13,407219.2,263939.8
Hit by Car,wm3026,25,295695.1,254119.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1104,Karesansui,27,296133.3,253998
S686,CHINSENSK,4,171638.6,213825.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,620,Cavalier,47,171860.6,214099
AKM,Karesansui,27,288916.2,263957.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,890,ShooterMan75,36,287982.4,265282.2
SCAR-L,Fullesthawk,61,366405.5,406168.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,148,eightletters,80,365521.2,405613.9
P92,KTAj,42,693379.6,463271.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,158,Tortwo,78,692771,463636.1
SCAR-L,Gxxxxxxt,3,388747.2,277760.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1316,rekdd,21,398440.8,259601
AKM,blackironlion,30,666407.4,497468.1,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,474,mikesready5p5,55,666799.3,497812.6
AKM,D3s7iny,13,375292.8,311797.1,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1354,BobbyChin,18,364470.6,292294.8
M16A4,DreamerCxb,22,366039.3,416530.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,443,wanghongkun,56,364358.9,414718.8
P92,NapoleonSM,43,539358.1,449536.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,139,elimonkey7,82,540226.6,449465.6
Sickle,CHINSENSK,4,174415.7,196454.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,206,UZAi0114,86,0,0
M416,AdmiralAido,20,199816.9,273087.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,300,tudouterm,62,199699,274456.4
M16A4,BBG911,2,430549.9,249924.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1862,Gxxxxxxt,3,427189.4,253316.8
S1897,lovekaka1231,15,641358.3,468803.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,239,yehuashangshen,66,641431.6,468761.3
P1911,Wferrt,86,571739.4,385577.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,118,z-yuhan,87,571807,385286.9
M416,fffffmmmmm007,1,429194.7,244658.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1895,BBG911,2,430743.5,247186.1
M249,4h181,6,420305.9,258591.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1683,Andy_Kim,8,420768.3,258055.8
M416,Andy_Kim,8,420315.3,258378.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1553,imsimplerick,11,420622.4,257665.6
SCAR-L,wanghongkun,56,365040.7,410143.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,317,Fullesthawk,61,366132.2,410910.1
M416,Andy_Kim,8,421893.6,255910,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1320,XiaoGuoSan,19,420204.9,257686.2
M16A4,BBG911,2,492483.6,302955.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1171,cuveezz,23,493882.7,293291.8
SKS,Gxxxxxxt,3,427550.8,252864.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1788,CHINSENSK,4,417767.9,248313.8
M16A4,Furlon,12,418035.8,330336.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,785,BooBoo1219,41,418084.8,329083.2
SCAR-L,HUII1II,5,334572.2,170957.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,149,Ginofishh,79,335279.4,167760.4
SCAR-L,Gxxxxxxt,3,427292.4,253355,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1754,HUII1II,5,424943.5,253355.8
UMP9,Furlon,12,422480,324924.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,148,Beignette,81,422811.3,325151.4
Uaz,liuxuewan,7,392098.2,235839.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1317,AdmiralAido,20,389581.3,225943.1
M416,Andy_Kim,8,557585.6,362063.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,370,1v1plz,59,549256.6,346561.2
SCAR-L,Fullesthawk,61,365469.7,405336.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,172,Reuben10,75,366191.2,406021.3
M416,lovekaka1231,15,436506.2,270054.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1398,jason1979,17,432451.3,284924
AKM,Jy-Jyy,29,414771,293026.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,803,Mik_e,40,414713,292886.6
UMP9,Beignette,81,422155.8,324030.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,130,KVorshk,84,423274.5,324327.6
S686,DouYuTvRonino,16,298186.1,251606.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1157,wm3026,25,297848.4,251382.9
AKM,D3s7iny,13,377636.8,318600.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1175,DreamerCxb,22,379287.1,317004
SCAR-L,liuxuewan,7,389209.9,225804.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1007,saogouyige,32,390789.1,227990
UMP9,Furlon,12,420325.3,325413.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,213,JEB19,69,420226,325708.8
SCAR-L,DreamerCxb,22,360052.1,411837.3,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,608,Gtake,48,359754.7,411281.8
M16A4,Gxxxxxxt,3,374767.4,362178.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,654,NapoleonSM,43,374196.6,359860.3
SCAR-L,HUII1II,5,425063.2,253115.1,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1731,4h181,6,424867,253876.9
S1897,kongweizhaong,63,686774.4,461495.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,93,slhaiu715,90,685938.8,461314.6
