killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Mini 14,DreamerCxb,22,387923.9,372098.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,872,MaxboyAndlost,37,378008.1,372883
SCAR-L,cctv36129,76,573039.5,385093.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,129,Wferrt,86,572072.4,385131.8
P92,yehuashangshen,66,639283.8,472727.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,129,DirtyDan657,85,640169,472805.9
Sickle,CHINSENSK,4,177046.4,197410,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,194,VirginKiller911,90,0,0
S686,Luzihao_666,70,573161,384634.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,198,YMTF,73,572193.3,385545.6
Falling,,,,,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,839,houyixichange,39,361173.8,458384.3
Micro UZI,cccccccccjiji,24,309393.6,276423.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,848,dalianpapapa,38,308512.5,276204.3
M416,Andy_Kim,8,468982.9,316876.3,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,651,Burgess_Bai,45,469199,317685.1
SCAR-L,yajingzhanche,9,429875.3,252512.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1438,lovekaka1231,15,440164.6,264392.7
Mini 14,fffffmmmmm007,1,382303.8,137000.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,906,reallycooool,45,0,0
S686,Gxxxxxxt,3,394022.6,349915.1,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,132,lamborghinilwj,83,391181.1,351108.8
VSS,ma-yue,65,623833.9,376052.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,107,XiaoHuLL,88,623793.4,376519.8
Bluezone,,,,,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1487,Furlon,12,431460.3,315614.9
S12K,XiaoGuoSan,19,420249.9,257677.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1121,POTATOJUNE,26,420480.6,257910.5
Falling,,,,,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,652,worinimabni,44,441300.9,461024
S686,Gxxxxxxt,3,391296.5,350631,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,206,JSnilijin921,72,391035.5,349958.9
SCAR-L,XiaoGuoSan,19,684693.9,462321.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,293,kongweizhaong,63,684737.9,461275.9
Crossbow,YMTF,73,572927.2,385920.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,170,cctv36129,76,572238.4,384785.9
Mini 14,cuveezz,23,490738.7,277274.1,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1076,YILUCIJI99,28,491390.3,293343.9
S686,Gxxxxxxt,3,396085.3,354502.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,290,kldjf,64,396031.1,355525.9
M16A4,POTATOJUNE,26,498052.2,270748.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,726,KTAj,42,496937,269424.5
AKM,Jy-Jyy,29,394234.9,291461,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,229,CHANGSENSWER,68,394903.6,294693.3
UMP9,Furlon,12,424258.9,326617.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,96,miwi74,89,424201.5,326077.6
AKM,D3s7iny,13,415699.7,326743.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,572,wxhcnmb,49,415708.1,328083.8
Mini 14,liuxuewan,7,392078.5,235522.3,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1415,DouYuTvRonino,16,389548.3,232941.5
M24,fffffmmmmm007,1,423293.8,234456,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1729,liuxuewan,7,414648.2,241672.4
M16A4,worinimabni,44,491469.2,453887.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,558,xiao2tong,51,486867.2,453859.9
M16A4,BBG911,2,433581.5,251862.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1634,yajingzhanche,9,430078.6,253306.7
M16A4,Furlon,12,431456,315614.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1483,clb147258369,14,432026.3,305256.4
M16A4,Gxxxxxxt,3,388767.7,278463.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1075,Jy-Jyy,29,389158.5,278521.2
SCAR-L,yajingzhanche,9,430078.6,253306.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1621,opopQQ,10,437673.1,256797.8
S686,Gxxxxxxt,3,376017,363229.6,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,501,Ladonnola,53,374751.6,363253.6
M416,houyixichange,39,444847.4,627056.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,491,SZHIY,54,444829.8,626706.6
M416,Andy_Kim,8,407321.3,254061.3,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1003,Bywktyh,33,407804.6,257228.1
M16A4,loshuaishuai,31,627468.2,372738.1,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,275,ma-yue,65,628249,376304
M16A4,imsimplerick,11,429499.1,392510.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,629,Wwudilianghai666,46,428519.9,390607.4
Tommy Gun,rekdd,21,357781,245634.2,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1160,cccccccccjiji,24,356926.7,245685.1
S686,xiao2tong,51,491405,445581.3,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,317,xiaojianA123,60,491257,445255.5
Mini 14,YILUCIJI99,28,491175.3,301302.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1013,blackironlion,30,491484.3,294930.5
M16A4,Furlon,12,418609.8,329038.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,406,wanghaisheng888,57,418463.8,328843.2
M16A4,worinimabni,44,582585.5,594809.9,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,230,wywyywy,67,583108.7,596038.1
AKM,blackironlion,30,485216.4,298779.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,930,asd2580,34,485596.9,298821.9
M416,Andy_Kim,8,571108.4,388037.8,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,208,Luzihao_666,70,572122.4,385494.3
SCAR-L,liuxuewan,7,389674.1,226562.7,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,1012,loshuaishuai,31,393062.5,231004.6
S1897,YILUCIJI99,28,613544.4,480967.4,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,379,Yyt1119,58,614094.9,480896.2
M16A4,worinimabni,44,491842.2,453160.5,ERANGEL,2U4GBNA0YmngQl56Ke2qm68HCeV8GbqExMxSBMwNsSsNN99_tNiNXoS_mrDMxk-c,568,DouN1Wan,50,494102.5,449027.2
Tommy Gun,NFSQQQ,11,566588.7,252008.3,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,789,Kastha,18,566423.7,252503.5
Kar98k,Dz_lifee,16,397779.2,427735.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,574,Envenomous,19,401781.9,456480.9
Down and Out,Dz_lifee,16,407928.4,446873.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,679,GeneralJefe,19,403355.9,457683.3
S1897,LYM112233,12,177969.6,626210.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,197,SeenUnaked,22,177664.2,626320.1
Tommy Gun,locy666,11,564856.1,252138.5,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,774,b3ckw1th,18,564199.8,248770.5
SCAR-L,DouYingTV1996,15,610976.8,352114.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,916,FLIEGN,20,0,0
Down and Out,Dz_lifee,16,407579.7,445862.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,679,Paveicle,19,401780.4,456626.9
Down and Out,locy666,11,572677.6,246549.7,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,776,Ramraj,18,568105.6,248889.5
S12K,HHandTT,20,435129.6,327197.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,560,xf17638077763,9,434884.3,327105.8
Down and Out,lany18,8,660569.8,413297.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1463,suixiannanshen,9,666536.8,416828
S686,MAXdaxiong,20,424048.1,325504.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,93,XueZhiQianPeace,25,423908.9,325349.1
Down and Out,DouYingTV1996,15,624264.3,371925.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,728,Harry89,20,629300.6,367712.1
M16A4,wx1869-AX,9,582287.1,353131.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,999,shitouxiaozi,15,587132.1,348237.5
Tommy Gun,JT_Heart,24,372952.8,416109.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,204,Kbrad007,16,372770.5,415930.9
M16A4,xiangbei59,20,418131.9,328361,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,341,Edisonssss,25,418092.5,329230
S1897,qq744612250,24,373749.9,416693.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,204,TheFatJewCat,16,373375.9,416623.3
M416,WYY9,6,545815.1,244581,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,652,JutinD,18,546105.8,238190.1
UMP9,LYM112233,12,162158.4,598217.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,449,Capitain_Morgan,22,163881.5,598173.8
S1897,LYM112233,12,175538.2,620668.3,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,170,Black_Bullet_999,22,174178.5,627289.1
Down and Out,rangnichiwojiba,7,649911.6,460326.5,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1560,chaojixiaobin,6,648585.4,458340.1
Drown,,,,,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,166,JUEJUElao,27,0,0
Drown,,,,,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,166,lalodoli,27,0,0
Tommy Gun,AALive01,15,622430.4,372452.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,595,Bugsbunny72,20,622265.5,371529.3
M16A4,xiangbei59,20,423727.8,324760.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,197,helltaker,25,422002.3,324941
Down and Out,GUAq626213826,4,664834.3,425683.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1638,Shijihanfei,2,683238.9,455671.3
Punch,LYM112233,12,171121.6,613773.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,121,BARTYHA,22,171218.2,613692.1
SCAR-L,Capitain_Morgan,22,155511.8,613212.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,177,JARVIS_DJ,21,155546.6,613521.5
UMP9,ziye9493,20,654334.7,460876.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1560,WYY9,6,649870.4,460174
SCAR-L,qiyuzx,3,687223,454673.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1633,GawainQiang,2,686928.1,454033.6
M416,fangshuai1,3,448688.9,629870.3,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,395,longxd221,23,448929.6,629168.6
Down and Out,jianggeoo,16,363265.1,409812.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,389,qq744612250,24,364423.2,413796.7
AKM,TemptRoot,6,649697.4,460479.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1544,rangnichiwojiba,7,649817.4,460479.7
Down and Out,rangnichiwojiba,7,559499,502714.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1215,LYM112233,12,558992.4,498729.3
SCAR-L,rangnichiwojiba,7,559636.9,502749.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1212,QBQYang77,12,559300.8,503089.9
AKM,Kastha,18,564599.4,252535.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,781,locy666,11,564848.8,252262.4
R1895,GS_888,14,222581.1,290830.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,177,Mars321158,26,222468.5,290944.4
Grenade,buyaowen110,20,661056,433609.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1864,yanghuanlaohan,2,666832.9,437782.8
Mini 14,Harry89,20,629300.6,367712.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,642,AALive01,15,0,0
Down and Out,yanghuanlaohan,2,669842.4,438336.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1853,66luo66,3,660970.1,443271.8
SCAR-L,Mr_xuewei,4,673187.5,435337.7,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1741,LIJIAQING666,5,672859.3,434957.2
S1897,Edisonssss,25,418048.8,328314.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,336,MAXdaxiong,20,417990.1,328510.9
Kar98k,GUAq626213826,4,664972.9,425530.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1605,OceanChanORZ,2,680809.7,452126.4
Kar98k,Dz_lifee,16,361595.6,409358.3,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,344,JT_Heart,24,367396.2,415161.9
M416,fllrkr,4,423322.6,448066.5,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,753,jianggeoo,16,424585.9,449142.9
SCAR-L,yanghuanlaohan,2,667493.9,436490.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1853,qiyuzx,3,662142.2,443861.6
SCAR-L,Mr_xuewei,4,673232.9,435410,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1729,MIMIting,5,672770.1,434177.8
Down and Out,GS_888,14,223213.8,291691.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,177,73719asdasda,26,222252.6,290989.4
Bluezone,Shijihanfei,2,683053.1,455110.7,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1635,fangshuai1,3,686793.8,454105.6
M24,Shijihanfei,2,695128.1,414484.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1477,LinY2333,8,658740.4,411459.8
Bluezone,,,,,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,999,balabalaFan,14,181880.7,301956.5
Hit by Car,Mars321158,26,220694.4,286718,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,123,SterbenGGO,14,223565.4,287698.8
M416,GUAq626213826,4,625058.2,427816.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1314,NFSQQQ,11,625971,430213.5
UMP9,LYM112233,12,160865.1,598883.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,509,007bill007,21,159573.1,598547.3
SCAR-L,Mr_xuewei,4,657639.3,418069.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1490,lany18,8,658575.8,413822.6
UMP9,yanghuanlaohan,2,672076.7,438751.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1767,Mr_xuewei,4,672315.3,437755.8
AKM,Dz_lifee,16,362118.9,408608.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,389,QQ936650175,24,363047.5,407758.2
SCAR-L,rangnichiwojiba,7,551494,561662.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,914,sifa0001,3,551342.4,561695.9
DP-28,fangshuai1,3,433525.4,636842.9,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,236,1403951575,23,435288.2,637108.8
Down and Out,buyaowen110,20,653386.6,433750.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1699,fllrkr,4,669089.7,436405.1
Down and Out,buyaowen110,20,655266.6,465063.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1560,TemptRoot,6,649697.4,460479.9
M416,GUAq626213826,4,471604.3,438162.3,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,979,Dz_lifee,16,464904.7,471282.5
Down and Out,Dz_lifee,16,361814,409218.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,378,caopp999,24,366385.9,412163.7
Down and Out,QBQYang77,12,164015.7,600792.3,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,509,xiaobiaozha666,21,162700.9,603257.8
M416,WYY9,6,533615.2,307661.2,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1105,matasucio,13,533548.8,309512.9
M416,pandatv734368,6,650049.1,455747.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1532,CNIMerzi,7,649696.1,458608.9
Down and Out,LYM112233,12,160862,598879.6,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,509,LiDianCome,21,160537.9,598550.6
Down and Out,66luo66,3,662485.7,444045.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1801,bsdadb,20,656185.3,433981.8
M416,NFSQQQ,11,570427.6,252410.7,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1002,Lovewhatyoulove,11,570688.4,253185.3
M16A4,MIMIting,5,673826.7,433303.5,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1709,UFOOOII,4,671721.9,435457.3
AKM,Dz_lifee,16,407737.8,454923.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,679,SamToutei,19,403790.6,459486.7
Down and Out,SeenUnaked,22,176711.9,625791.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,193,MuBiao1226,12,176271.2,625170.6
Tommy Gun,DouYingTV1996,15,495462.9,348837.4,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,238,CROSSiiii,5,495331.4,348312.2
M16A4,wx1869-AX,9,435390.7,327050.8,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,670,xiangbei59,20,434842.1,327431.8
Down and Out,,,,,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,940,GS_888,14,170348.9,299934.4
SCAR-L,rangnichiwojiba,7,559590.9,502677.1,ERANGEL,2U4GBNA0YmlJDYk6eKwjrK1tOdgIAJKHjsarGAeXmj6fYZT9f4y7fe8r-r_6kTRv,1215,xinying_No1,12,559362.6,502910
