date,game_size,match_id,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_name,player_survive_time,team_id,team_placement
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,0,35.5932236,9,0,Axe_Man101,105.297,8,14
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,2482.70776,1312.583,65,0,Ari1aa,900.648,9,19
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,2484.573,1401.50244,60,0,Simon0-Chen,900.653,9,19
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,1,0,2452.69434,1691.8324,56,0,daxiongdi__,1493.995,11,8
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,1,2453.55542,1809.18677,387,4,xiewenting0725,1493.989,11,8
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,5,928.204,2908.26318,1091,11,Daxian_18Cm,2052.595,12,1
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,4,1,12.6179447,3409.094,380,3,AIR_CNMM,2052.595,12,1
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,251.165131,2335.47339,12,0,BooMBEEE,775.307,19,10
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,1203.51672,3337.99658,111,1,What_Say_You,1387.558,19,10
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,1,0,101.365257,99,1,BRJ5_YT,161.952,22,44
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,0,94.61162,0,0,RedPanda24,128.807,22,44
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,1,0,112.673157,99,1,jiushipoi,196.527,23,40
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,0,80.48908,70,1,berserkerallen,135.063,23,40
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,1,0,540.361,100,1,wangy1fei,222.84,26,35
